src_port,dest_port,http_method,http_status,http_resp_len,http_url_len,url_contains_script_tag,url_contains_onerror,url_contains_onload,url_contains_onclick,url_contains_onmouseover,url_contains_onfocus,url_contains_alert,url_contains_javascript,url_contains_eval,url_contains_document,url_contains_cookie,url_contains_iframe,url_contains_svg,url_contains_img,url_contains_object,url_contains_embed,http_method_GET,http_method_POST,http_method_PUT,http_method_DELETE,url_has_query_params,url_query_param_count,url_encoded_chars,url_suspicious_chars,response_2xx,response_3xx,response_4xx,response_5xx,is_malicious,attack_type,timestamp,original_url
54188,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:07:15.913672+0000,/?q=healthy
54192,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:18.956038+0000,/api/Challenges
41944,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:21.969174+0000,/
41948,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:25.009358+0000,/api/Products
41958,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:07:28.022194+0000,/?q=healthy
33360,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:07:31.036150+0000,/api/Baskets
33374,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:34.049940+0000,/
33388,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:37.086433+0000,/api/Products
33390,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:07:40.100283+0000,/?q=orange
55120,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:43.144058+0000,/api/Challenges
55128,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:46.157691+0000,/
55130,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:49.201430+0000,/api/Products
49558,3000,GET,200,3748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:07:52.213767+0000,/?q=apple
49570,3000,GET,401,982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,benign,2025-07-29T16:07:55.225519+0000,/api/Users
49586,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:07:58.239667+0000,/
41588,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:01.276120+0000,/api/Products
41590,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:08:04.287997+0000,/?q=healthy
41596,3000,GET,401,982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,benign,2025-07-29T16:08:07.301969+0000,/api/Users
41602,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:10.318159+0000,/
53476,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:13.354910+0000,/api/Products
53482,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:08:16.367009+0000,/?q=healthy
53494,3000,GET,401,982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,benign,2025-07-29T16:08:19.378272+0000,/api/Users
38332,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:22.391228+0000,/
38342,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:25.426882+0000,/api/Products
38356,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:08:28.438573+0000,/?q=orange
52148,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:31.479571+0000,/api/Challenges
52160,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:34.496178+0000,/
52172,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:37.531441+0000,/api/Products
52186,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:08:40.543911+0000,/?q=healthy
39776,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:08:43.558478+0000,/api/Baskets
39784,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:46.571565+0000,/
39800,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:49.608060+0000,/api/Products
33488,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:08:52.619990+0000,/?q=healthy
33502,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:08:55.634477+0000,/api/Baskets
33506,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:08:58.647325+0000,/
59604,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:01.680191+0000,/api/Products
59618,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:09:04.693149+0000,/?q=orange
59632,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:09:07.706781+0000,/api/Baskets
59646,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:10.722113+0000,/
47068,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:13.758724+0000,/api/Products
47082,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:09:16.772894+0000,/?q=banana
47088,3000,GET,401,982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,benign,2025-07-29T16:09:19.788355+0000,/api/Users
50146,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:22.803061+0000,/
50152,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:25.839254+0000,/api/Products
50158,3000,GET,200,3748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:09:28.852335+0000,/?q=apple
48994,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:31.921217+0000,/api/Challenges
49002,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:34.943416+0000,/
49004,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:37.978443+0000,/api/Products
48564,3000,GET,200,3748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:09:40.990595+0000,/?q=apple
48574,3000,GET,401,982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,benign,2025-07-29T16:09:44.003519+0000,/api/Users
48586,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:47.016713+0000,/
48600,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:50.054483+0000,/api/Products
36018,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:09:53.066681+0000,/?q=healthy
36024,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:09:56.080977+0000,/api/Baskets
36034,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:09:59.095276+0000,/
41392,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:02.135337+0000,/api/Products
41404,3000,GET,200,3748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:10:05.147401+0000,/?q=apple
41414,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:08.187280+0000,/api/Challenges
38544,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:11.202061+0000,/
38548,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:14.239583+0000,/api/Products
38554,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:10:17.253970+0000,/?q=banana
38564,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:20.300478+0000,/api/Challenges
53810,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:23.316663+0000,/
53814,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:26.354072+0000,/api/Products
53816,3000,GET,200,3748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:10:29.366641+0000,/?q=juice
52534,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:10:32.381562+0000,/api/Baskets
52538,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:35.395911+0000,/
52554,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:38.433925+0000,/api/Products
52050,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:10:41.446668+0000,/?q=healthy
52062,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:44.495993+0000,/api/Challenges
52076,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:47.513978+0000,/
52080,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:50.556971+0000,/api/Products
51308,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:10:53.570376+0000,/?q=orange
51310,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:10:56.585453+0000,/api/Baskets
51320,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:10:59.600687+0000,/
49344,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:02.643794+0000,/api/Products
49352,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:11:05.658105+0000,/?q=banana
49354,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:08.702802+0000,/api/Challenges
45966,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:11.717528+0000,/
45968,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:14.760459+0000,/api/Products
45982,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:11:17.774372+0000,/?q=orange
45996,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:20.830467+0000,/api/Challenges
44870,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:23.849782+0000,/
44876,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:26.887016+0000,/api/Products
44878,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:11:29.906786+0000,/?q=healthy
46216,3000,GET,401,982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,benign,2025-07-29T16:11:32.924471+0000,/api/Users
46220,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:35.937948+0000,/
46232,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:38.976188+0000,/api/Products
33866,3000,GET,200,3748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:11:41.989919+0000,/?q=juice
33882,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:11:45.002921+0000,/api/Baskets
33898,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:48.017572+0000,/
59408,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:11:51.057324+0000,/api/Products
59414,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:11:54.071856+0000,/?q=banana
59420,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:11:57.087802+0000,/api/Baskets
59434,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:00.102830+0000,/
44642,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:03.141774+0000,/api/Products
44652,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:12:06.155236+0000,/?q=healthy
44656,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:12:09.171173+0000,/api/Baskets
37906,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:12.186939+0000,/
37912,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:15.225369+0000,/api/Products
37928,3000,GET,200,3748,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:12:18.238248+0000,/?q=orange
56622,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:21.284351+0000,/api/Challenges
56630,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:24.297969+0000,/
56636,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:27.338113+0000,/api/Products
56638,3000,GET,200,3748,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:12:30.351453+0000,/?q=apple
55902,3000,GET,200,80222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:33.392414+0000,/api/Challenges
55908,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:36.406166+0000,/
55910,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:39.441832+0000,/api/Products
53536,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:12:42.455244+0000,/?q=healthy
53550,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:12:45.470528+0000,/api/Baskets
53556,3000,GET,200,3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:48.484965+0000,/
51776,3000,GET,200,12460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,benign,2025-07-29T16:12:51.520567+0000,/api/Products
51786,3000,GET,200,3748,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,benign,2025-07-29T16:12:54.533968+0000,/?q=healthy
51794,3000,GET,500,3285,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,benign,2025-07-29T16:12:57.549793+0000,/api/Baskets
